trust,region,year,month,month_name,period,attendances,admissions,breaches,perf_4hr_pct,breach_rate_pct,admission_rate_pct,median_wait_mins,ambulance_handover_delay_pct,prev_month_perf,prev_month_breach,rolling_3m_att,att_growth_pct,is_winter,is_covid_period
University Hospitals Birmingham,Midlands,2021,11,Nov,2021-11,18339,4955,4346,76.3,23.7,27.0,116.0,7.0,79.0,21.0,17141.0,7.21,1,0
University Hospitals Birmingham,Midlands,2021,12,Dec,2021-12,18680,5229,4875,73.9,26.1,28.0,126.0,12.1,76.3,23.7,18041.0,1.86,1,0
University Hospitals Birmingham,Midlands,2022,1,Jan,2022-01,19891,4915,6511,67.3,32.7,24.7,165.0,9.9,73.9,26.1,18970.0,6.48,1,0
University Hospitals Birmingham,Midlands,2022,2,Feb,2022-02,18355,4771,5770,68.6,31.4,26.0,166.0,13.4,67.3,32.7,18975.0,-7.72,1,0
University Hospitals Birmingham,Midlands,2022,3,Mar,2022-03,17404,4676,4800,72.4,27.6,26.9,154.0,7.3,68.6,31.4,18550.0,-5.18,0,0
University Hospitals Birmingham,Midlands,2022,4,Apr,2022-04,16501,4959,3763,77.2,22.8,30.1,147.0,6.5,72.4,27.6,17420.0,-5.19,0,0
University Hospitals Birmingham,Midlands,2022,5,May,2022-05,15865,4839,3570,77.5,22.5,30.5,135.0,8.3,77.2,22.8,16590.0,-3.85,0,0
University Hospitals Birmingham,Midlands,2022,6,Jun,2022-06,16513,4179,3732,77.4,22.6,25.3,125.0,7.5,77.5,22.5,16293.0,4.08,0,0
University Hospitals Birmingham,Midlands,2022,7,Jul,2022-07,18020,4469,4723,73.8,26.2,24.8,137.0,7.9,77.4,22.6,16799.0,9.13,0,0
University Hospitals Birmingham,Midlands,2022,8,Aug,2022-08,18644,5102,5139,72.4,27.6,27.4,134.0,7.0,73.8,26.2,17726.0,3.46,0,0
University Hospitals Birmingham,Midlands,2022,9,Sep,2022-09,16419,4013,4210,74.4,25.6,24.4,155.0,7.9,72.4,27.6,17694.0,-11.93,0,0
University Hospitals Birmingham,Midlands,2022,10,Oct,2022-10,17577,5056,4774,72.8,27.2,28.8,144.0,10.1,74.4,25.6,17547.0,7.05,0,0
University Hospitals Birmingham,Midlands,2022,11,Nov,2022-11,18482,4887,5366,71.0,29.0,26.4,152.0,12.1,72.8,27.2,17493.0,5.15,1,0
University Hospitals Birmingham,Midlands,2022,12,Dec,2022-12,19924,5801,6412,67.8,32.2,29.1,216.0,9.4,71.0,29.0,18661.0,7.8,1,0
University Hospitals Birmingham,Midlands,2023,1,Jan,2023-01,19360,5424,6721,65.3,34.7,28.0,210.0,10.0,67.8,32.2,19255.0,-2.83,1,0
University Hospitals Birmingham,Midlands,2023,2,Feb,2023-02,19637,4937,6946,64.6,35.4,25.1,166.0,14.3,65.3,34.7,19640.0,1.43,1,0
University Hospitals Birmingham,Midlands,2023,3,Mar,2023-03,18554,4919,5861,68.4,31.6,26.5,212.0,10.4,64.6,35.4,19184.0,-5.52,0,0
University Hospitals Birmingham,Midlands,2023,4,Apr,2023-04,17345,4620,5017,71.1,28.9,26.6,131.0,8.9,68.4,31.6,18512.0,-6.52,0,0
University Hospitals Birmingham,Midlands,2023,5,May,2023-05,16896,4329,4591,72.8,27.2,25.6,150.0,8.8,71.1,28.9,17598.0,-2.59,0,0
University Hospitals Birmingham,Midlands,2023,6,Jun,2023-06,17150,4865,4468,73.9,26.1,28.4,115.0,11.8,72.8,27.2,17130.0,1.5,0,0
University Hospitals Birmingham,Midlands,2023,7,Jul,2023-07,18499,4620,5520,70.2,29.8,25.0,146.0,11.2,73.9,26.1,17515.0,7.87,0,0
University Hospitals Birmingham,Midlands,2023,8,Aug,2023-08,18885,5574,5402,71.4,28.6,29.5,117.0,8.9,70.2,29.8,18178.0,2.09,0,0
University Hospitals Birmingham,Midlands,2023,9,Sep,2023-09,16576,4017,4509,72.8,27.2,24.2,136.0,11.1,71.4,28.6,17987.0,-12.23,0,0
University Hospitals Birmingham,Midlands,2023,10,Oct,2023-10,17965,5344,5535,69.2,30.8,29.7,162.0,12.9,72.8,27.2,17809.0,8.38,0,0
University Hospitals Birmingham,Midlands,2023,11,Nov,2023-11,18273,5405,6047,66.9,33.1,29.6,165.0,10.0,69.2,30.8,17605.0,1.71,1,0
University Hospitals Birmingham,Midlands,2023,12,Dec,2023-12,19880,5663,6720,66.2,33.8,28.5,200.0,12.1,66.9,33.1,18706.0,8.79,1,0
University Hospitals Birmingham,Midlands,2024,1,Jan,2024-01,19982,5049,6753,66.2,33.8,25.3,214.0,12.3,66.2,33.8,19378.0,0.51,1,0
University Hospitals Birmingham,Midlands,2024,2,Feb,2024-02,19346,5925,6158,68.2,31.8,30.6,165.0,11.7,66.2,33.8,19736.0,-3.18,1,0
University Hospitals Birmingham,Midlands,2024,3,Mar,2024-03,18623,4493,5351,71.3,28.7,24.1,149.0,12.7,68.2,31.8,19317.0,-3.74,0,0
University Hospitals Birmingham,Midlands,2024,4,Apr,2024-04,17285,5264,4389,74.6,25.4,30.5,142.0,6.8,71.3,28.7,18418.0,-7.18,0,0
University Hospitals Birmingham,Midlands,2024,5,May,2024-05,16944,4569,4109,75.7,24.3,27.0,143.0,11.1,74.6,25.4,17617.0,-1.97,0,0
University Hospitals Birmingham,Midlands,2024,6,Jun,2024-06,17964,4453,4559,74.6,25.4,24.8,154.0,10.9,75.7,24.3,17398.0,6.02,0,0
University Hospitals Birmingham,Midlands,2024,7,Jul,2024-07,18055,5432,4513,75.0,25.0,30.1,133.0,9.3,74.6,25.4,17654.0,0.51,0,0
University Hospitals Birmingham,Midlands,2024,8,Aug,2024-08,18991,5003,5595,70.5,29.5,26.3,146.0,7.3,75.0,25.0,18337.0,5.18,0,0
University Hospitals Birmingham,Midlands,2024,9,Sep,2024-09,16967,4710,4426,73.9,26.1,27.8,151.0,8.2,70.5,29.5,18004.0,-10.66,0,0
University Hospitals Birmingham,Midlands,2024,10,Oct,2024-10,17510,4756,4680,73.3,26.7,27.2,120.0,9.1,73.9,26.1,17823.0,3.2,0,0
University Hospitals Birmingham,Midlands,2024,11,Nov,2024-11,18596,5111,5853,68.5,31.5,27.5,182.0,13.5,73.3,26.7,17691.0,6.2,1,0
University Hospitals Birmingham,Midlands,2024,12,Dec,2024-12,19636,5581,6256,68.1,31.9,28.4,156.0,12.1,68.5,31.5,18581.0,5.59,1,0
